-01.426	+08.161	-00.186
-09.899	+08.617	+05.011
+00.318	-09.946	-07.620
+04.512	+08.156	+09.905
-06.773	-04.596	+05.528
-06.293	+09.502	-03.120
+00.778	+01.032	+09.598
+09.002	+09.994	+07.833
+01.545	+02.026	-05.065
-02.329	+00.451	+06.871
+01.846	+03.816	+04.912
+05.150	-00.246	-09.340
+02.003	-09.569	-06.342
+06.769	-04.346	+08.434
+09.922	-08.739	+04.098
-02.816	+05.944	-04.053
+00.816	+06.605	+03.109
-06.253	-03.362	+07.465
+03.745	-03.184	-06.955
-00.993	+02.601	+06.394
-04.883	+07.963	-04.042
-08.561	-08.462	-05.094
+04.955	+03.500	-00.300
+06.820	-05.072	-07.186
-04.967	-05.799	-02.470
-04.950	+05.430	+08.260
+08.125	+02.947	-03.238
-01.297	+05.698	-00.093
-03.290	+05.250	-08.196
+05.528	+00.052	-09.762
+07.314	-03.225	-04.931
+03.106	-00.107	-09.714
+05.988	-05.621	-09.117
+00.925	+03.425	+01.174
+01.681	-05.744	-04.389
+04.479	-02.444	+01.009
+00.763	+09.042	+07.583
+04.211	-02.265	-04.038
-01.184	-07.365	-03.288
-03.830	-06.990	+01.257
+08.964	-02.782	-07.769
+03.227	+07.287	-04.048
+01.167	+09.440	-07.843
+08.223	+02.308	+09.802
+08.652	+02.821	-03.193
-08.714	+07.430	-08.414
-01.660	+09.728	+05.915
-09.130	+00.246	-03.407
+06.902	+00.166	-07.757
-04.613	+00.037	+02.506
-04.013	-04.541	+09.590
+03.268	+03.227	-06.000
+04.943	+04.533	+07.984
+03.098	-08.498	-01.558
-09.335	-00.951	-00.151
+01.443	+04.942	+00.213
+08.460	+03.546	+06.856
+08.863	+05.114	+06.424
+09.238	+08.631	-05.194
-00.606	-01.895	+09.756
-06.009	+02.391	-07.168
-04.181	+01.300	-02.348
-08.704	+08.698	+00.713
-07.015	-02.651	-05.734
-04.943	+04.807	-05.557
-09.822	+06.416	+00.843
+03.526	+06.501	+03.302
+07.508	-04.063	+00.428
+04.937	+01.348	-07.576
-08.207	+03.578	+07.958
-03.896	-08.037	-08.288
-03.311	+02.074	-08.642
+06.957	+06.596	+06.564
-03.252	-02.471	+02.893
+02.891	+06.851	+07.206
+03.443	+09.368	-07.243
-02.335	-02.216	+03.819
+05.646	+09.571	-05.914
+09.614	-02.435	+03.715
-09.182	+00.397	-04.212
+03.500	-01.271	-02.614
-05.297	+08.328	+07.918
+07.161	-04.862	-07.236
+05.336	+02.357	-05.100
+07.311	+05.026	-05.220
-04.128	-02.567	+01.375
-09.238	+05.892	+01.415
+04.349	+09.395	+00.739
-02.464	-00.870	+01.836
+06.904	+02.173	-00.324
+00.066	+06.723	-01.367
+04.026	-02.485	+05.766
+09.898	-02.761	-00.856
-07.414	+03.739	-02.655
-00.049	+00.044	+02.822
+05.247	+04.846	-06.615
+09.144	+03.836	-02.417
+04.366	+01.896	-00.282
-02.550	-04.799	-08.722
-09.056	-07.446	-09.872
-03.339	+04.297	-09.576
-02.847	+04.755	+05.933
-03.762	+05.526	-09.089
+00.325	-00.147	+04.857
+08.723	+01.123	-09.093
-00.729	+07.772	+04.149
+06.888	+03.158	-01.167
-07.069	+00.324	-01.061
+09.672	-04.804	-03.774
-05.597	-06.830	+05.092
-01.526	-02.586	+01.266
-01.363	-03.854	+07.028
+04.529	+09.846	-08.443
+02.801	-04.298	+00.980
-04.943	-03.301	+09.726
+08.447	-08.129	-00.679
-03.695	-07.409	+01.053
+03.121	+01.013	+03.439
+09.236	-01.183	-05.472
-04.634	-09.989	+03.073
-05.272	+07.075	+06.649
-04.033	+08.780	+06.267
+04.175	-09.946	+07.418
+04.619	+06.978	+03.680
+05.148	+06.038	-09.917
-04.475	+04.439	-03.311
+05.358	-00.533	+07.497
-01.852	-00.192	+03.749
+09.053	-04.919	+08.709
+06.664	+00.473	+02.249
+03.848	-08.387	-02.432
-00.414	+01.640	-07.607
-09.070	-03.488	-08.518
+01.436	-08.905	+09.540
+03.916	+08.269	+01.699
+02.796	+07.020	+06.348
-09.856	+02.784	-02.086
-08.873	-07.397	+05.673
+09.642	+07.698	+08.964
-00.412	+06.932	+09.524
+01.035	+09.786	-00.146
-02.165	-04.230	-06.250
-02.524	-01.363	-06.739
-09.630	+07.794	-01.708
+09.637	+01.711	+03.632
+03.016	-03.660	-00.471
+04.711	+05.409	-05.461
+05.256	-01.287	-03.981
+01.194	+01.251	+08.383
+09.518	-04.971	-01.925
-02.562	-09.568	-07.096
+02.553	-03.074	-07.700
-00.902	+01.564	-04.679
-01.679	+09.401	+06.380
+05.816	+00.876	+03.810
+06.561	+02.623	+09.842
+02.920	-00.257	+02.261
-08.450	-03.462	-09.209
+09.306	-02.647	+09.900
-02.720	-08.762	+05.095
+00.860	-04.543	-02.123
+09.281	+07.676	+06.502
+00.058	+04.237	+03.054
-09.138	+03.832	+07.496
+00.277	+02.967	-09.024
+09.215	+03.776	+00.503
+08.713	-06.407	-01.190
-08.427	+04.307	-03.397
+08.858	+09.921	-08.497
+05.551	-05.538	+09.031
+03.647	-02.323	+04.567
-06.483	-04.011	+06.381
+08.547	+02.096	+02.031
-03.824	+01.853	+05.937
-07.974	-01.416	-07.163
+03.542	+09.495	-08.409
-05.466	-00.265	+01.177
+05.776	-04.480	+09.326
-00.951	+07.848	-08.686
+05.508	+08.819	-07.546
+02.389	-01.890	+03.682
-03.462	-04.891	-09.586
+00.358	+03.681	-07.385
-09.506	-06.768	-09.296
-02.115	-07.321	+05.805
+07.823	-06.837	-09.259
-08.174	-00.990	+08.321
-02.469	-01.166	+02.627
-03.948	-02.529	+09.269
+01.530	-07.770	+01.728
+00.822	+09.588	+04.274
+05.117	+05.515	+02.846
+08.742	-05.733	+02.122
-09.172	-02.435	-05.981
-06.495	-01.794	-02.887
+05.006	-07.402	-03.623
-06.768	-00.300	+00.718
-03.513	-00.440	+03.110
-06.151	+08.368	+05.596
-03.317	-00.444	-04.128
+08.349	+07.563	+03.435
+07.300	-01.497	+02.512
+01.803	+08.816	-05.453
+03.456	-02.992	-04.003
-00.854	-05.564	-06.212
-01.140	+08.324	+05.991
+00.397	+08.868	+04.094
+09.216	-02.446	+07.521
+06.324	+08.133	-01.719
+08.461	+05.736	-03.587
-05.468	-06.197	+02.354
+08.718	-03.957	-00.035
-07.595	-09.438	-07.347
-07.056	+06.458	+00.272
+07.886	+09.371	-04.143
-06.396	+04.533	+03.574
-06.913	-00.769	-00.932
-08.968	-08.784	-05.769
-01.484	-05.011	-01.277
+01.427	-01.575	-01.137
-00.744	+04.963	+06.384
-07.976	-09.245	+02.790
-01.318	+06.326	-01.041
-04.429	-02.802	-04.840
-07.184	-02.717	-04.208
-01.329	-08.658	+04.686
-00.154	-00.317	+08.261
+00.230	+05.659	+08.318
-02.220	+03.511	+04.915
+03.653	+00.031	+09.699
+09.954	-07.038	+00.289
+06.503	-00.232	-07.818
+07.025	+02.760	-05.099
-03.736	-07.539	-02.757
+06.809	-09.004	-08.356
-06.805	-05.102	-01.601
+04.618	-08.160	-02.927
-01.242	-04.996	+03.458
-01.250	+06.628	-00.383
+09.041	+03.733	-05.188
+03.841	-03.498	+08.385
+00.269	+07.806	+04.480
+01.800	+03.163	+01.300
+01.844	-03.918	+03.947
+01.812	-01.505	-01.753
-09.725	-04.401	-09.868
-08.911	+08.682	-00.279
-05.573	-06.509	-09.997
-06.957	+06.590	+03.168
-06.678	-00.905	-05.498
+03.570	+08.204	-05.555
-02.710	+07.815	+05.260
+06.321	-01.963	+00.274
-07.978	-08.614	+07.710
-01.064	+05.762	-03.588
-06.460	+04.826	+04.977
-08.038	-04.175	+05.880
-03.694	+00.972	-03.410
+06.116	+05.257	-00.200
-07.093	+01.419	-06.381
+09.816	+06.680	+01.123
-06.486	+05.836	-08.853
-06.153	+06.253	+07.281
+08.569	+08.158	-05.359
-07.698	+04.912	+03.098
-03.921	-08.486	+08.304
+05.557	+08.903	-00.677
+03.008	+07.634	+01.084
+01.307	+08.026	-03.048
-08.585	+00.113	+04.824
-08.846	-09.195	+02.993
-02.700	-06.453	+04.880
+02.975	-08.593	+02.117
-07.921	-03.010	-02.768
-08.683	-02.188	-08.724
+01.964	+05.403	-00.976
-09.807	-08.498	+04.115
+03.337	+07.112	-01.863
+03.477	+00.696	+09.962
+06.940	-00.617	-01.313
+09.016	+09.520	+02.338
+09.995	+04.085	-04.409
+02.938	-09.955	+05.963
+03.233	-02.793	-05.168
-07.679	-08.951	+03.707
-05.317	-08.583	+04.912
+07.426	-07.104	-01.770
-00.543	-08.284	-02.924
-08.336	+00.847	-07.644
-04.287	-02.214	-09.111
-01.133	-03.666	-09.540
+02.741	+00.389	+01.275
+06.605	-03.337	+06.208
-05.747	-04.081	-07.641
-07.703	-04.348	-06.616
-04.628	+06.199	-08.265
-00.316	-08.895	-07.185
+07.741	+08.145	+00.840
+08.528	+07.670	+03.670
-03.922	+08.937	-02.057
-05.182	-03.650	-01.179
-00.711	+00.766	-09.743
+04.604	+03.406	-03.669
+07.966	+09.569	-08.622
+07.007	-07.040	-09.880
-08.684	-05.900	+05.742
+04.013	-01.472	+08.030
+03.952	+05.167	+09.230
+02.106	-08.916	+03.074
-04.312	+05.368	-03.926
+07.271	-05.093	-00.232
+04.849	+02.644	+08.729
-03.228	+00.011	-08.932
+02.394	-02.416	-03.473
-07.270	-07.950	+09.198
+05.363	+05.759	+08.327
+00.820	-09.654	-04.742
+04.074	+09.151	-03.259
-02.695	+03.311	-04.835
-01.154	-08.231	+00.121
-03.165	+02.014	-06.502
-05.276	+06.105	+01.669
-02.679	-01.466	+00.046
+02.943	-08.388	+01.650
+05.232	+00.809	+07.297
+07.426	-08.234	-07.246
-09.206	-07.880	+09.104
-04.839	+00.678	-05.367
-03.154	-03.562	-06.984
+08.217	+07.006	+01.172
-05.815	+03.525	-09.711
+09.918	-04.050	-06.815
+09.727	+05.765	-09.389
+00.988	-01.547	-04.659
+09.042	-04.223	-07.217
+06.751	-00.274	-05.255
+01.943	-03.596	-09.109
+01.810	+01.613	+00.827
+06.933	+06.872	+08.084
-06.848	-09.845	-06.821
+08.034	-02.138	-09.446
-09.868	+01.272	-07.631
+04.676	+08.750	-06.469
-05.107	-05.574	-04.563
+03.165	+00.106	-06.811
-00.984	-07.534	+04.953
-03.888	-00.952	+04.910
-08.290	-08.235	+00.651
-03.917	-07.274	+04.013
+06.905	-08.111	+03.708
-08.441	-08.065	+02.148
-03.131	+00.265	-06.286
+09.654	-08.209	-03.774
-00.615	+01.844	-09.187
-08.492	+06.085	+00.080
-04.591	+04.090	-05.846
+06.069	-03.941	-02.259
+00.952	+06.635	-08.244
+07.325	-09.807	-05.089
+07.739	-04.252	+05.484
-07.282	+09.360	-01.584
-05.935	+04.784	-07.086
-01.631	-00.568	+06.195
-07.197	+01.909	-09.732
+04.290	+01.778	+09.992
+05.511	+09.533	-02.180
+02.374	-00.129	-05.938
+08.153	-09.396	-08.241
